#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

register_projectinfo	section	New Project Registration
register_projectinfo	title	Project Information
register_requirements	section	New Project Registration
register_requirements	title	Services & Requirements
register_tos	section	New Project Registration
register_tos	title	Terms Of Service Agreement
rbac_edit	projectpublic	Project Privileges
rbac_edit	projectpublicnote	Notice: if the entire project is set to private, non-members cannot access the rest of the features even if you mark them as available.
rbac_vals	projectpublic0	Private
rbac_vals	projectpublic1	Public
rbac_edit	scmpublic	SCM Privileges
rbac_vals	scmpublic0	Private
rbac_vals	scmpublic1	Public (PServer)
rbac_edit	forumpublic	Forum Privileges
rbac_vals	forumpublic0	Private
rbac_vals	forumpublic1	Public
rbac_vals	forumanon0	No Anonymous Posts
rbac_vals	forumanon1	Allow Anonymous Posts
rbac_edit	pmpublic	Task Manager Privileges
rbac_vals	pmpublic0	Private
rbac_vals	pmpublic1	Public
rbac_edit	trackerpublic	Tracker Privileges
rbac_vals	trackerpublic0	Private
rbac_vals	trackerpublic1	Public
rbac_vals	trackeranon0	No Anonymous Posts
rbac_vals	trackeranon1	Allow Anonymous Posts
rbac_vals	frs0	Read
rbac_vals	frs1	Write
rbac_vals	scm-1	No Access
rbac_vals	scm0	Read
rbac_vals	scm1	Write
rbac_vals	forum-1	No Access
rbac_vals	forum0	Read
rbac_vals	forum1	Post
rbac_vals	forum2	Admin
rbac_vals	tracker-1	No Access
rbac_vals	tracker0	Read
rbac_vals	tracker1	Tech
rbac_vals	tracker2	Tech &amp; Admin
rbac_vals	tracker3	Admin Only
rbac_vals	pm-1	No Access
rbac_vals	pm0	Read
rbac_vals	pm1	Tech
rbac_vals	pm2	Tech &amp; Admin
rbac_vals	pm3	Admin Only
rbac_vals	docman0	Read/Post
rbac_vals	docman1	Admin
rbac_vals	projectadmin0	None
rbac_vals	projectadminA	Admin
rbac_vals	pmadmin0	None
rbac_vals	pmadmin2	Admin
rbac_vals	forumadmin0	None
rbac_vals	forumadmin2	Admin
rbac_vals	trackeradmin0	None
rbac_vals	trackeradmin2	Admin
rbac_edit	title1	Section
rbac_edit	title2	Subsection
rbac_edit	title3	Setting
rbac_edit	docman	Document Manager
rbac_edit	forum	Forum
rbac_edit	frs	File Release System
rbac_edit	pm	Task Manager
rbac_edit	scm	SCM - Source Code Repository
rbac_edit	tracker	Тракер
rbac_edit	projectadmin	Project-wide Admin
rbac_edit	forumadmin	Project-wide Forum Admin
rbac_edit	pmadmin	Project-wide Task Manager Admin
rbac_edit	trackeradmin	Project-wide Tracker Admin
rbac_edit	intro	Use this page to edit your project's Roles. Note that each member has at least as much access as the Observer. For example, if the Observer can read SCM, so can any other role in the project.
rbac_edit	observerintro	Use this page to edit the permissions and access levels of non-members of your project. Non-members includes users who are not logged in.
rbac_edit	rolename	Role Name
rbac_edit	pgtitle	Edit Role
rbac_edit	newrole	New Role
rbac_edit	observer	   Права&nbsp;&nbsp;&nbsp;
rbac_edit	observerusername	Анонимен потребител
rbac_edit	editroles	Редактиране на ролите
rbac_edit	editrole	Редактиране
rbac_edit	addrole	Добавяне на роля
rbac_edit	update	Обновяване
rbac_edit	remove	Премахване
rbac_edit	role	Роля
snippet_addversion	browse_the_library	<strong>Browse the library</strong> to find the snippets you want to add, then add them using the new window link shown above.
snippet_addversion	changes	Changes:
snippet_addversion	error_doing_snippet_package_version_insert	ERROR DOING SNIPPET PACKAGE VERSION INSERT!
snippet_addversion	error_doing_snippet_version_insert	ERROR DOING SNIPPET VERSION INSERT!
snippet_addversion	error_go_back_and_fill_in_all	Error - Go back and fill in all the information
snippet_addversion	error_snippet_doesnt_exist	Error, Error - snippet doesn't exist
snippet_addversion	error_snippet_package_doesnt_exist	Error, Error - snippet_package doesn't exist
snippet_addversion	error_url_or_form	Error, Error - was the URL or form mangled??	
snippet_addversion	if_new_window_opened	If a new window opened, use it to add snippets to your package. If a new window did not open, use the following link to add to your package BEFORE you leave this page.
snippet_addversion	if_you_have_modified	If you have modified a version of a package and you feel it is significant enough to share with others, please do so.
snippet_addversion	if_you_have_modified_a_version	If you have modified a version of a snippet and you feel it is significant enough to share with others, please do so.
snippet_addversion	important	IMPORTANT!
snippet_addversion	link_add_snippets_to_package	Add Snippets To Package
snippet_addversion	make_sure_all_info_is_complete	<br />
snippet_addversion	paste_the_code_here	Paste the Code Here:
snippet_addversion	snippet_package_version_added_successfully	Snippet Package Version Added Successfully.
snippet_addversion	snippet_version_added_successfully	Snippet Version Added Successfully.
snippet_addversion	submit	SUBMIT
snippet_addversion	title	Submit A New Snippet Version
snippet_addversion	title_add_snippet_to_package	Add Snippets to Package
snippet_addversion	title_submit_a_new_snippet_package	Submit A New Snippet Package
snippet_addversion	title_submit_a_new_snippet_version	Submit A New Snippet Version
snippet_addversion	version	Version:
snippet_browse	creator	Creator
snippet_browse	error_bad_url	Error, Error - bad url?
snippet_browse	no_snippets_found	No snippets found
snippet_browse	packages_of_snippets	Packages Of Snippets
snippet_browse	snippet_by_category	Snippets by category: $1
snippet_browse	snippet_id	Snippet ID
snippet_browse	snippet_title	Име
snippet_browse	snippets	Snippets
snippet_browse	snippets_by_language	Snippets by language: $1
snippet_browse	title	Snippet Library
snippet_caching	browse_by_category	Преглед по категория
snippet_caching	browse_by_language	Преглед по език
snippet_caching	intro	<p>Целта на този архив е да Ви даде възможност да споделяте фрагменти интересен програмен код.</p><p>Публикуваните фрагменти могат да бъдат групирани в пакети, съдържащи различни версии. </p>
snippet_delete	error_mangled_url	Error, Error - mangled URL?
snippet_delete	error_only_creator_of_package_version_can_delete	Error - Only the creator of a package version can delete it.
snippet_delete	error_only_the_creator	Error - Only the creator of a package version can delete snippets from it.
snippet_delete	item_removed_from	Item Removed From Package
snippet_delete	package_removed	Package Removed
snippet_delete	snippet_removed	Snippet Removed
snippet_delete	that_snippet_doesnt_exist	Error - That snippet doesn't exist in this package.
snippet_delete	title	Delete Snippets
snippet_detail	author	Author
snippet_detail	changes_since_last_version	Changes since last version:
snippet_detail	date_posted	Дата на изпращане
snippet_detail	delete	Изтриване
snippet_detail	download_a_raw_text	Download a raw-text version of this code by clicking on &quot;<strong>Download Version</strong>&quot;
snippet_detail	download_version	Download Version
snippet_detail	edit_del	Редактиране/Изтриване
snippet_detail	error_no_version_found	Error - no versions found
snippet_detail	error_was_the_url_mangled	Error, Error - was the URL mangled?
snippet_detail	latest_package_version	Latest Package Version:
snippet_detail	latest_snippet_version	Latest Snippet Version:
snippet_detail	package_version	Версия на пакета
snippet_detail	snippet_id	Snippet ID
snippet_detail	submit_a_new_snippet	Изпращане на нова версия
snippet_detail	submit_a_new_version	Изпращане на нова версия
snippet_detail	title	Snippet Library
snippet_detail	version_of_this_package	Versions Of This Package:
